track_name,track_artist,language,playlist_genre,playlist_subgenre,genre_encoded,language_encoded,beta_vae_kmeans_cluster,autoencoder_kmeans_cluster,pca_kmeans_cluster,umap_1,umap_2
Never Really Over - R3HAB Remix,Katy Perry,en,pop,dance pop,10,1,2,10,4,5.9062395,9.667071
Bankroll,Taz,en,rap,gangster rap,12,1,2,1,11,5.6793537,8.985985
Sometimes I Wonder,Darius Rucker,en,r&b,neo soul,11,1,12,10,4,9.272417,9.504
I Never Loved a Man (The Way I Love You),Aretha Franklin,en,r&b,neo soul,11,1,5,1,11,6.4356995,8.575121
Me and My Downfall,DeeExpus,en,rock,album rock,13,1,7,6,9,11.797966,5.8790684
Steambreather,Mastodon,en,rock,hard rock,13,1,12,13,2,8.7237015,9.134365
Heartbreaker - 1990 Remaster,Led Zeppelin,en,rock,classic rock,13,1,7,6,1,10.7081,6.0307803
Chainsmoking,Jacob Banks,en,pop,indie poptimism,10,1,2,3,4,5.370793,8.926962
Tilt,Scott Walker,en,rock,permanent wave,13,1,12,6,11,9.947247,8.961165
Body Parts,Raphael Saadiq,en,r&b,neo soul,11,1,1,6,6,11.605932,7.3760905
Tainted Love,Soft Cell,en,rock,classic rock,13,1,9,3,0,1.905262,8.807231
Love Me Less (feat. Quinn XCII) - Party Pupils Remix,MAX,en,pop,dance pop,10,1,10,6,6,12.877568,5.6698647
Sweet November,Troop,en,r&b,new jack swing,11,1,1,1,11,9.576439,7.713012
make daddy proud,blackbear,en,pop,electropop,10,1,1,10,4,11.699631,7.2671905
The Pressure,The Cranberries,en,rock,album rock,13,1,5,6,6,8.521564,8.505782
Riot Rhythm,Sleigh Bells,en,rock,album rock,13,1,5,13,2,7.627667,8.311345
Your Love,Tom Misch,en,r&b,neo soul,11,1,1,6,11,9.6028185,7.895882
Would You Mind,PRETTYMUCH,en,r&b,hip pop,11,1,1,10,4,10.154113,8.179462
Odessa,Caribou,en,pop,dance pop,10,1,10,6,6,13.082798,5.869185
Sanguine Paradise,Lil Uzi Vert,en,rap,hip hop,12,1,2,3,4,5.932446,9.525107
For Life (feat. Clint Lowery),3 Years Hollow,en,rock,hard rock,13,1,12,13,2,9.27334,8.859439
Milkshake,Kelis,en,rap,southern hip hop,12,1,10,6,6,13.084612,5.2210217
Together Forever,Lisette Melendez,en,latin,latin hip hop,9,1,7,6,1,11.971816,4.943807
Only Can Get Better (feat. Daniel Merriweather),Silk City,en,latin,tropical,9,1,1,13,1,10.490821,7.031891
Cars,Gary Numan,en,rock,permanent wave,13,1,1,13,6,9.718594,7.6225023
Travelin' Band,Creedence Clearwater Revival,en,rock,classic rock,13,1,5,13,2,7.783901,9.21384
Stay (Electro Swing Remix),11 Acorn Lane,en,edm,electro house,8,1,10,13,6,12.614426,6.5531206
I'm Blessed,Charlie Wilson,en,r&b,urban contemporary,11,1,5,13,2,8.305741,8.36777
In the Air Tonight,Nonpoint,en,rock,hard rock,13,1,7,6,6,11.537588,6.0366845
No Love Like Yours,Edward Sharpe & The Magnetic Zeros,en,r&b,neo soul,11,1,2,3,4,6.671837,9.592948
Now That We Found Love,Heavy D & The Boyz,en,r&b,new jack swing,11,1,5,10,11,8.600898,8.865863
Beat Of My Drum,POWERS,en,pop,indie poptimism,10,1,10,10,4,13.099416,5.74266
All Falls Down (feat. Juliander),Alan Walker,en,edm,electro house,8,1,10,13,6,12.996104,6.0529904
Take Me Out,Franz Ferdinand,en,rock,permanent wave,13,1,2,10,4,6.1161747,9.592988
Stardust,Gemini Syndrome,en,rock,hard rock,13,1,1,13,1,10.296434,7.3292613
Swingin Party - 2008 Remaster,The Replacements,en,rock,permanent wave,13,1,12,3,4,8.926195,8.43657
Mother - Fedde Le Grand Remix,Charlie Puth,en,pop,dance pop,10,1,12,13,1,9.330733,8.791457
Animals - Radio Edit,Martin Garrix,en,edm,big room,8,1,5,6,2,8.48537,8.614429
Don't Be Afraid,Aaron Hall,en,r&b,new jack swing,11,1,5,13,2,7.987346,8.319097
Feels - Jai Wolf Remix,Kiiara,en,pop,indie poptimism,10,1,2,10,0,5.510182,9.3941555
Palm Beach,Vicente Garcia,en,latin,tropical,9,1,10,1,11,11.9076185,7.033522
In My Life - Remastered 2009,The Beatles,en,rock,classic rock,13,1,12,1,11,8.064341,9.193889
Peace of Mind,Boston,en,rock,album rock,13,1,1,13,6,9.677512,7.785379
Use Somebody,Kings of Leon,en,rock,classic rock,13,1,2,13,2,5.641324,9.035744
Superstar,Said the Sky,en,edm,pop edm,8,1,12,13,2,9.226224,8.358174
To Cut a Long Story Short - 2010 Remaster,Spandau Ballet,en,rock,permanent wave,13,1,10,13,6,12.2934265,6.814044
Check Yo Self - Remix,Ice Cube,en,rap,southern hip hop,12,1,4,5,13,13.57877,4.2160063
Move To The City - Live In Japan / 1992,Guns N' Roses,en,rock,album rock,13,1,11,7,9,3.3869681,7.984548
My Way,Limp Bizkit,en,rock,hard rock,13,1,1,6,1,11.400159,6.84996
Motor City Madhouse - Edit,Ted Nugent,en,rock,hard rock,13,1,1,13,1,10.66644,7.0237985
Flick Of The Wrist - Remastered 2011,Queen,en,rock,album rock,13,1,2,3,4,5.1731033,9.172386
Burden,TENDER,en,pop,indie poptimism,10,1,2,10,4,6.9429994,9.756024
Hardwired,Metallica,en,rock,hard rock,13,1,2,13,2,5.591776,8.855213
Colors,Black Pumas,en,r&b,hip pop,11,1,9,3,2,1.9986278,8.593716
High And Dry,Radiohead,en,pop,indie poptimism,10,1,12,6,11,9.3927,9.07955
Burn - Original Mix,KSHMR,en,edm,electro house,8,1,1,10,4,10.09358,8.298604
Unwritten,Natasha Bedingfield,en,pop,post-teen pop,10,1,7,6,1,11.871042,4.9941335
Chocolate Jesus,Tom Waits,en,rock,permanent wave,13,1,2,1,11,4.686401,8.511195
Neon,Frida Sundemo,en,pop,indie poptimism,10,1,11,2,10,4.002254,8.416419
Stay,David Guetta,en,edm,progressive electro house,8,1,1,6,6,11.23554,6.813101
Won't Get Fooled Again - Original Album Version,The Who,en,rock,hard rock,13,1,7,7,9,10.754191,5.7961383
Is This It,The Strokes,en,rock,permanent wave,13,1,1,1,6,11.180234,6.460131
Trouble,Cage The Elephant,en,pop,indie poptimism,10,1,1,6,6,11.375849,7.6060658
do re mi,blackbear,en,rap,hip hop,12,1,12,6,1,9.639181,8.018614
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,en,pop,dance pop,10,1,10,6,6,13.075835,6.0100603
"What Christmas Means to Me - from ""The Best Man Holiday Original Motion Picture Soundtrack""",Fantasia,en,r&b,neo soul,11,1,10,6,6,12.458887,5.358716
Wolf,Skott,en,pop,indie poptimism,10,1,12,6,11,9.92985,8.870004
Thiago Silva,Dave,en,rap,hip hop,12,1,10,5,8,12.615231,6.689489
Lean On (feat. MØ & DJ Snake) - Tiësto & MOTi Remix,Major Lazer,en,pop,electropop,10,1,1,6,2,10.840021,7.4504786
Easy Love - Original Mix,Sigala,en,latin,tropical,9,1,7,13,1,12.064036,4.932476
Thursday,Leven Kali,en,r&b,neo soul,11,1,6,13,10,0.44919473,7.69166
Feelin' Alright?,Traffic,en,rock,classic rock,13,1,1,1,11,9.766852,7.873435
Stupid for You,Waterparks,en,pop,post-teen pop,10,1,1,10,4,10.183677,8.112395
Paranoid,Black Sabbath,en,rock,hard rock,13,1,2,3,2,5.219218,9.152899
Electric (feat. Khalid),Alina Baraz,en,pop,indie poptimism,10,1,11,1,12,3.2208548,8.08862
Blowin' Trees (+ Napdonalds Skit),Nappy Roots,en,rap,southern hip hop,12,1,7,5,13,12.375403,4.9874625
Last Request,Paolo Nutini,en,rock,album rock,13,1,7,6,1,11.018218,5.6448107
CYANIDE,Daniel Caesar,en,r&b,urban contemporary,11,1,2,5,8,7.7551837,9.278951
Dang! (feat. Anderson .Paak),Mac Miller,en,r&b,neo soul,11,1,10,5,13,12.554858,4.845846
Divinity - filous Remix,Porter Robinson,en,pop,indie poptimism,10,1,1,6,6,10.876124,7.3924427
Without Me,Eminem,en,rap,southern hip hop,12,1,10,6,1,12.712493,5.2490826
Owner of a Lonely Heart,Yes,en,rock,album rock,13,1,7,13,1,11.2230015,6.150487
Ghost,Lianne La Havas,en,r&b,neo soul,11,1,6,1,11,3.1947448,8.090032
Faucet Failure,Ski Mask The Slump God,en,rap,gangster rap,12,1,7,5,13,11.445264,5.7408237
Ghost,Motorama,en,rock,permanent wave,13,1,12,13,1,9.341432,8.788118
Spring Summer Feeling,Jill Scott,en,r&b,neo soul,11,1,11,3,0,3.6564736,9.164032
Dontcha,The Internet,en,r&b,neo soul,11,1,5,1,11,7.3049836,9.144898
I Think of You,Sandra Lynn,en,r&b,neo soul,11,1,12,6,11,9.59519,8.893092
Roses,BJ The Chicago Kid,en,r&b,neo soul,11,1,2,10,0,5.5601225,9.207992
Barracuda,Heart,en,rock,classic rock,13,1,12,3,4,10.065371,8.2118
Gold,Kiiara,en,pop,indie poptimism,10,1,12,5,13,9.092071,8.905108
I'm Shakin',Jack White,en,rock,classic rock,13,1,7,5,13,11.387749,5.48838
SOS,McClenney,en,r&b,neo soul,11,1,1,1,11,10.166822,8.679083
Glory of Love,Peter Cetera,en,rock,album rock,13,1,2,13,2,6.3679614,8.86221
Inside the Lines (feat. Casso),Mike Perry,en,latin,tropical,9,1,7,6,1,10.917618,5.972624
Hard 2 Love,Haystak,en,rap,southern hip hop,12,1,4,6,6,13.550651,4.243934
It's Going Down,South Circle,en,rap,southern hip hop,12,1,4,6,6,13.569228,4.320231
The Voices,dreamEater,en,rap,trap,12,1,6,3,2,2.2846174,8.257836
Superstar,Lupe Fiasco,en,rap,southern hip hop,12,1,7,5,13,11.7803545,5.5114756
Let's Wait Awhile,Janet Jackson,en,r&b,new jack swing,11,1,9,2,10,0.2434435,7.585185
Adore You,Maisie Peters,en,pop,post-teen pop,10,1,4,6,6,13.382804,4.4870234
Ballin,Logic,en,rap,hip hop,12,1,1,3,8,10.136092,8.0803585
but,Keys of Philadelphia,en,edm,pop edm,8,1,1,1,1,10.121126,7.3315787
Woman,Wolfmother,en,rock,hard rock,13,1,12,6,2,8.998165,9.035293
Lovers on the Sun (feat. Sam Martin) - Stadiumx Remix,David Guetta,en,edm,big room,8,1,12,10,4,10.44367,8.984838
Tropic Love,Diviners,en,pop,electropop,10,1,10,6,6,12.589468,5.705038
Pizza,Anti Up,en,edm,big room,8,1,12,3,4,9.729101,8.435659
Cocaine,Eric Clapton,en,rock,album rock,13,1,12,1,11,9.250984,8.372087
Screwed Up,Ludacris,en,rap,southern hip hop,12,1,4,5,8,12.876686,4.8065867
Hello,Adele,en,pop,electropop,10,1,6,3,0,2.1220038,8.341205
Tuesday (feat. Drake),ILOVEMAKONNEN,en,edm,pop edm,8,1,10,6,8,12.973667,6.0471554
Slam,Onyx,en,rap,gangster rap,12,1,10,5,13,12.704935,5.7750297
Calypso,Luis Fonsi,en,latin,latin hip hop,9,1,10,10,6,13.152885,5.967053
Town Called Malice,The Jam,en,rock,permanent wave,13,1,7,6,1,11.165591,5.2586956
In Love With You,Erykah Badu,en,r&b,neo soul,11,1,11,1,11,4.38439,8.448401
Anything Could Happen,Ellie Goulding,en,pop,dance pop,10,1,10,6,6,12.823459,5.735659
Speechless (feat. Erika Sirola) - MOTi Remix,Robin Schulz,en,pop,dance pop,10,1,2,1,11,5.9879537,8.959154
Backseat,Ari Lennox,en,r&b,urban contemporary,11,1,12,3,4,8.24558,9.496367
Kaputt,Destroyer,en,pop,dance pop,10,1,7,6,6,11.219131,6.4142127
Spoonful,Grizfolk,en,pop,indie poptimism,10,1,2,3,4,6.192546,9.154286
Who Needs Love,Trippie Redd,en,rap,trap,12,1,1,10,11,11.860885,7.181758
Love,Musiq Soulchild,en,r&b,neo soul,11,1,2,10,11,6.903121,9.326674
Catalina Breeze,The Blue Jean Committee,en,rock,permanent wave,13,1,5,1,11,8.505885,8.642078
Uma,Panama Wedding,en,pop,indie poptimism,10,1,10,13,6,12.456946,6.780734
Lovergirl,Teena Marie,en,r&b,urban contemporary,11,1,1,3,4,10.47202,8.707031
Lonely (feat. Lorine Chia),Jamila Woods,en,r&b,neo soul,11,1,12,10,4,8.862236,9.4160185
Be Like You,CVBZ,en,latin,tropical,9,1,7,5,13,12.289773,4.7419715
Meaning of Life,Disturbed,en,rock,hard rock,13,1,7,6,1,11.866783,4.8638263
Animals,Maroon 5,en,pop,post-teen pop,10,1,6,3,2,1.090317,7.8322897
First Things First,Stormzy,en,rap,southern hip hop,12,1,7,10,4,11.530329,5.707463
Apollo - Radio Edit,Hardwell,en,edm,progressive electro house,8,1,2,13,1,6.257636,9.224855
I Gotta Clean Up,Marvin Sease,en,rap,southern hip hop,12,1,7,6,4,12.191447,4.7835493
Still Alive,Prison,en,rock,hard rock,13,1,2,3,4,7.1395097,9.761344
Got 'Til It's Gone,Janet Jackson,en,r&b,new jack swing,11,1,7,5,13,12.413012,4.886283
Karma Chameleon,Culture Club,en,pop,electropop,10,1,7,1,11,11.021132,5.628301
Limelight,Rush,en,rock,classic rock,13,1,1,3,4,10.7678995,7.926183
Puttin' On The Ritz - Disco Mix Radio Edit,Taco,en,edm,electro house,8,1,10,6,6,12.713182,5.845446
Mork,The Bloody Beetroots,en,edm,electro house,8,1,7,6,1,11.294442,6.576869
Climbing Walls,Strange Talk,en,pop,indie poptimism,10,1,1,13,1,11.339127,6.5567718
No Money,Galantis,en,pop,electropop,10,1,1,3,4,10.307592,8.077652
2 Cigarettes,Jack & Jack,en,r&b,urban contemporary,11,1,12,10,4,9.086623,9.507701
Eenie Meenie,Justin Bieber,en,latin,latin hip hop,9,1,10,6,6,12.443339,6.767203
Stay,Post Malone,en,pop,indie poptimism,10,1,12,1,11,10.057356,8.929027
Honey Dove,Lee Fields & The Expressions,en,r&b,neo soul,11,1,6,3,0,2.1952498,8.28084
Hail Mary,2Pac,en,rap,gangster rap,12,1,5,5,8,7.970148,9.52136
Hey Jealousy,Gin Blossoms,en,rock,permanent wave,13,1,11,3,4,3.6966422,8.582269
Music,Leela James,en,r&b,neo soul,11,1,10,6,6,12.951699,5.819908
Low Life,Crobot,en,rock,hard rock,13,1,4,6,1,12.715957,4.585285
Down to the River,Danny Boone,en,rap,southern hip hop,12,1,7,1,1,11.127637,5.393505
Side To Side - Slushii Remix,Ariana Grande,en,edm,pop edm,8,1,2,3,4,6.375578,8.9706745
Susie Q - Single Version,Creedence Clearwater Revival,en,rock,hard rock,13,1,12,3,4,9.421141,8.694759
Fuck You,CeeLo Green,en,edm,pop edm,8,1,10,13,6,12.723386,5.777786
Just As I Am,Marshall Marshall,en,pop,dance pop,10,1,2,13,1,6.8978267,9.421521
Bridges,Broods,en,pop,indie poptimism,10,1,6,3,2,1.1319427,8.001362
Tears Don't Fall,Bullet For My Valentine,en,rock,hard rock,13,1,2,3,2,5.9469266,9.658561
Don't Worry Bout Me - Alle Farben Remix,Zara Larsson,en,pop,dance pop,10,1,1,5,8,10.44859,7.0606074
3 Nights,Dominic Fike,en,latin,latin pop,9,1,5,3,4,8.142523,8.41517
Love Me Like You Do,Ellie Goulding,en,pop,post-teen pop,10,1,12,10,4,7.8363266,9.711323
Heaven,The Blaze,en,edm,electro house,8,1,6,10,0,2.4528863,8.304111
WORKIN ME,Quavo,en,latin,latin pop,9,1,2,13,2,6.4140806,8.629407
Drops of Jupiter,Train,en,rock,permanent wave,13,1,10,6,6,11.745557,7.172099
Easy Love,Sigala,en,latin,tropical,9,1,7,13,1,11.869845,5.0521774
CAN YOU HEAR ME NOW?,Bishop Briggs,en,rock,permanent wave,13,1,1,6,1,11.036551,6.5492487
Women Who Look Like You (feat. Guapdad 4000),JP Saxe,en,r&b,urban contemporary,11,1,12,10,11,8.712916,9.143617
Sweet Home Alabama,Lynyrd Skynyrd,en,rap,southern hip hop,12,1,7,1,11,11.09149,5.50386
Southbound,The Allman Brothers Band,en,rock,classic rock,13,1,12,3,4,7.323926,9.457772
Da' Dip,Freak Nasty,en,rap,southern hip hop,12,1,7,5,13,11.002659,6.0165386
High Rises,CHIKA,en,rap,hip hop,12,1,4,5,13,12.461343,4.4573283
Jekyll and Hyde,Five Finger Death Punch,en,rock,hard rock,13,1,1,13,1,10.426112,7.0333657
Panic Room,Au/Ra,en,edm,progressive electro house,8,1,12,13,1,10.026905,7.488325
Funky Town,Lipps Inc.,en,pop,post-teen pop,10,1,1,6,6,11.645176,7.3665814
I'm Your Baby Tonight,Whitney Houston,en,r&b,new jack swing,11,1,1,13,2,10.253675,7.536514
Rockstar (feat. DV8),Timmy Trumpet,en,edm,progressive electro house,8,1,11,4,2,4.22075,9.073168
Kings & Queens (feat. Run The Jewels),DJ Shadow,en,rap,gangster rap,12,1,12,6,2,9.709073,8.620475
Breaking the Habit,Linkin Park,en,rock,album rock,13,1,1,10,4,10.855162,8.3810215
Nightrain,Guns N' Roses,en,rock,album rock,13,1,2,13,2,7.187695,9.560818
End Of The Road,Boyz II Men,en,r&b,new jack swing,11,1,1,6,11,10.800913,8.5670395
Freefall,Camel,en,rock,album rock,13,1,2,13,9,6.967148,9.655848
This Is What It Feels Like,Armin van Buuren,en,edm,progressive electro house,8,1,12,13,1,9.307049,8.80792
Ready For Love,India.Arie,en,r&b,neo soul,11,1,8,1,11,-0.3159815,7.390196
You Really Got Me,Van Halen,en,rock,classic rock,13,1,1,13,6,9.202041,8.143452
Every Little Thing I Do - Remix,Soul For Real,en,r&b,new jack swing,11,1,7,10,11,11.636577,7.0396123
