track_name,language,playlist_genre,playlist_subgenre,track_artist,kmeans_cluster,agg_cluster,dbscan_cluster,umap_1,umap_2
Love Me Less (feat. Quinn XCII) - Party Pupils Remix,en,pop,dance pop,MAX,0,0,0,3.624662,0.9960543
Sweet November,en,r&b,new jack swing,Troop,1,0,0,1.4587235,3.3061666
make daddy proud,en,pop,electropop,blackbear,1,0,0,2.3945565,3.12161
The Pressure,en,rock,album rock,The Cranberries,0,0,0,7.0810485,2.1364532
Riot Rhythm,en,rock,album rock,Sleigh Bells,0,1,0,8.435145,4.0623074
Your Love,en,r&b,neo soul,Tom Misch,1,0,0,2.4725413,7.4593186
Would You Mind,en,r&b,hip pop,PRETTYMUCH,0,1,0,6.511854,3.2939034
Odessa,en,pop,dance pop,Caribou,1,0,0,3.4315853,2.5002925
Sanguine Paradise,en,rap,hip hop,Lil Uzi Vert,0,0,0,4.6837087,4.994547
For Life (feat. Clint Lowery),en,rock,hard rock,3 Years Hollow,0,1,0,8.218028,4.279477
Milkshake,en,rap,southern hip hop,Kelis,1,0,0,3.118363,1.5457333
Together Forever,en,latin,latin hip hop,Lisette Melendez,1,0,0,3.5094526,3.6089752
Only Can Get Better (feat. Daniel Merriweather),en,latin,tropical,Silk City,0,0,0,5.6921105,2.3313973
Cars,en,rock,permanent wave,Gary Numan,1,0,0,2.1305714,1.9653283
Travelin' Band,en,rock,classic rock,Creedence Clearwater Revival,0,1,0,7.758636,3.0220354
Stay (Electro Swing Remix),en,edm,electro house,11 Acorn Lane,0,0,0,3.5341785,1.167209
I'm Blessed,en,r&b,urban contemporary,Charlie Wilson,0,1,0,6.582401,3.1222403
In the Air Tonight,en,rock,hard rock,Nonpoint,0,0,0,5.36783,2.3914971
No Love Like Yours,en,r&b,neo soul,Edward Sharpe & The Magnetic Zeros,0,1,0,6.208484,3.3377366
Now That We Found Love,en,r&b,new jack swing,Heavy D & The Boyz,1,0,0,1.7304739,4.2776847
Beat Of My Drum,en,pop,indie poptimism,POWERS,0,0,0,5.7123947,2.5108163
All Falls Down (feat. Juliander),en,edm,electro house,Alan Walker,1,0,0,3.0286326,1.529842
Take Me Out,en,rock,permanent wave,Franz Ferdinand,1,0,0,3.9154356,3.2286263
Stardust,en,rock,hard rock,Gemini Syndrome,0,1,0,6.838443,3.1758027
Swingin Party - 2008 Remaster,en,rock,permanent wave,The Replacements,1,0,0,3.6812472,3.4109473
Mother - Fedde Le Grand Remix,en,pop,dance pop,Charlie Puth,0,1,0,6.399918,3.4164517
Animals - Radio Edit,en,edm,big room,Martin Garrix,0,1,0,8.228748,3.4435773
Don't Be Afraid,en,r&b,new jack swing,Aaron Hall,0,1,0,7.0371842,5.811695
Feels - Jai Wolf Remix,en,pop,indie poptimism,Kiiara,0,1,0,7.708407,5.1009836
Palm Beach,en,latin,tropical,Vicente Garcia,1,0,0,1.280529,2.8892965
In My Life - Remastered 2009,en,rock,classic rock,The Beatles,1,0,0,1.2998195,2.557422
Peace of Mind,en,rock,album rock,Boston,1,0,0,3.1715987,2.750963
Use Somebody,en,rock,classic rock,Kings of Leon,0,1,0,7.8815475,3.7592642
Superstar,en,edm,pop edm,Said the Sky,0,1,0,6.795694,2.827386
To Cut a Long Story Short - 2010 Remaster,en,rock,permanent wave,Spandau Ballet,0,0,0,7.118435,2.2293828
Check Yo Self - Remix,en,rap,southern hip hop,Ice Cube,1,0,0,5.592712,4.1608763
Move To The City - Live In Japan / 1992,en,rock,album rock,Guns N' Roses,0,0,-1,4.7927504,11.645584
My Way,en,rock,hard rock,Limp Bizkit,1,0,0,3.533568,2.6154084
Motor City Madhouse - Edit,en,rock,hard rock,Ted Nugent,0,0,0,5.1624255,2.8324153
Flick Of The Wrist - Remastered 2011,en,rock,album rock,Queen,0,1,0,8.44956,5.109523
Burden,en,pop,indie poptimism,TENDER,1,0,0,3.4181044,3.5105734
Hardwired,en,rock,hard rock,Metallica,0,1,0,9.328359,5.2480607
Colors,en,r&b,hip pop,Black Pumas,0,1,0,8.328591,5.3046594
High And Dry,en,pop,indie poptimism,Radiohead,1,0,0,1.2926773,3.9505074
Burn - Original Mix,en,edm,electro house,KSHMR,0,1,0,7.3975453,10.755667
Unwritten,en,pop,post-teen pop,Natasha Bedingfield,1,0,0,3.0119846,2.1545823
Chocolate Jesus,en,rock,permanent wave,Tom Waits,1,0,-1,0.70826924,5.6248713
Neon,en,pop,indie poptimism,Frida Sundemo,1,0,0,2.2669775,6.460015
Stay,en,edm,progressive electro house,David Guetta,1,0,0,2.744276,3.4355757
Won't Get Fooled Again - Original Album Version,en,rock,hard rock,The Who,1,0,-1,1.3517224,10.978105
Is This It,en,rock,permanent wave,The Strokes,1,0,0,2.5314915,1.8432074
Trouble,en,pop,indie poptimism,Cage The Elephant,1,0,0,1.9484186,1.948293
do re mi,en,rap,hip hop,blackbear,1,1,0,4.4801607,3.4100342
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",en,pop,dance pop,Justin Timberlake,1,0,0,3.406869,1.2545377
"What Christmas Means to Me - from ""The Best Man Holiday Original Motion Picture Soundtrack""",en,r&b,neo soul,Fantasia,0,0,0,3.5850232,1.0776639
Wolf,en,pop,indie poptimism,Skott,1,0,0,1.4329009,2.3993187
Thiago Silva,en,rap,hip hop,Dave,0,1,0,9.002521,4.595314
Lean On (feat. MØ & DJ Snake) - Tiësto & MOTi Remix,en,pop,electropop,Major Lazer,0,1,0,7.8485703,5.1385474
Easy Love - Original Mix,en,latin,tropical,Sigala,0,0,0,5.860747,2.3213012
Thursday,en,r&b,neo soul,Leven Kali,1,0,0,3.1580348,6.7087774
Feelin' Alright?,en,rock,classic rock,Traffic,1,0,0,1.4014966,3.2450304
Stupid for You,en,pop,post-teen pop,Waterparks,0,1,0,6.9020696,3.1482897
Paranoid,en,rock,hard rock,Black Sabbath,0,1,0,9.280847,5.2225165
Electric (feat. Khalid),en,pop,indie poptimism,Alina Baraz,1,0,0,1.5700074,9.586185
Blowin' Trees (+ Napdonalds Skit),en,rap,southern hip hop,Nappy Roots,0,1,0,6.8437014,5.003495
Last Request,en,rock,album rock,Paolo Nutini,1,0,0,2.356683,2.1415193
CYANIDE,en,r&b,urban contemporary,Daniel Caesar,0,1,-1,10.084251,4.6530485
Dang! (feat. Anderson .Paak),en,r&b,neo soul,Mac Miller,0,0,0,4.851323,4.5217443
Divinity - filous Remix,en,pop,indie poptimism,Porter Robinson,1,0,0,2.0602171,2.3685439
Without Me,en,rap,southern hip hop,Eminem,1,0,0,3.7403228,3.2620287
Owner of a Lonely Heart,en,rock,album rock,Yes,1,0,0,3.330866,2.554294
Ghost,en,r&b,neo soul,Lianne La Havas,1,0,0,0.6167707,5.7514143
Faucet Failure,en,rap,gangster rap,Ski Mask The Slump God,0,1,0,6.755188,4.9645257
Ghost,en,rock,permanent wave,Motorama,0,1,0,8.647417,4.9573727
Spring Summer Feeling,en,r&b,neo soul,Jill Scott,1,0,-1,2.3768423,9.727523
Dontcha,en,r&b,neo soul,The Internet,1,0,0,1.5924245,4.627445
I Think of You,en,r&b,neo soul,Sandra Lynn,1,0,0,2.0100048,1.99732
Roses,en,r&b,neo soul,BJ The Chicago Kid,0,0,0,5.213489,5.2551894
Barracuda,en,rock,classic rock,Heart,0,1,0,6.1389413,3.5176613
Gold,en,pop,indie poptimism,Kiiara,0,1,-1,6.5519276,5.008499
I'm Shakin',en,rock,classic rock,Jack White,1,1,0,5.531771,4.3136716
SOS,en,r&b,neo soul,McClenney,1,0,0,1.255494,3.0880387
Glory of Love,en,rock,album rock,Peter Cetera,1,1,0,4.5584617,8.920084
Inside the Lines (feat. Casso),en,latin,tropical,Mike Perry,0,0,0,5.041791,2.3321192
Hard 2 Love,en,rap,southern hip hop,Haystak,1,0,0,2.311371,2.4428496
It's Going Down,en,rap,southern hip hop,South Circle,1,0,0,5.526027,4.0326514
The Voices,en,rap,trap,dreamEater,0,1,0,9.231532,5.274239
Superstar,en,rap,southern hip hop,Lupe Fiasco,0,1,1,6.6601934,5.099577
Let's Wait Awhile,en,r&b,new jack swing,Janet Jackson,1,0,-1,0.8984214,6.024317
Adore You,en,pop,post-teen pop,Maisie Peters,1,0,0,2.7184277,1.6892182
Ballin,en,rap,hip hop,Logic,0,1,0,9.272215,4.7631326
but,en,edm,pop edm,Keys of Philadelphia,0,1,0,5.1349964,3.647306
Woman,en,rock,hard rock,Wolfmother,0,1,0,8.347731,3.9323094
Lovers on the Sun (feat. Sam Martin) - Stadiumx Remix,en,edm,big room,David Guetta,0,0,-1,4.6823483,11.685939
Tropic Love,en,pop,electropop,Diviners,1,0,0,2.4958823,2.6372776
Pizza,en,edm,big room,Anti Up,0,1,0,7.011419,3.2145917
Cocaine,en,rock,album rock,Eric Clapton,1,0,0,1.6536009,4.1286125
Screwed Up,en,rap,southern hip hop,Ludacris,0,1,0,6.325084,4.634167
Hello,en,pop,electropop,Adele,0,0,0,4.4606743,10.008434
Tuesday (feat. Drake),en,edm,pop edm,ILOVEMAKONNEN,0,1,0,6.6414094,4.632368
Slam,en,rap,gangster rap,Onyx,0,1,0,6.041542,4.7900424
Calypso,en,latin,latin hip hop,Luis Fonsi,0,0,0,4.906038,2.4799325
Town Called Malice,en,rock,permanent wave,The Jam,1,0,0,3.4567587,1.5229148
In Love With You,en,r&b,neo soul,Erykah Badu,1,0,-1,1.1887571,9.903305
Anything Could Happen,en,pop,dance pop,Ellie Goulding,1,0,0,2.1931007,1.8953168
Speechless (feat. Erika Sirola) - MOTi Remix,en,pop,dance pop,Robin Schulz,1,0,0,1.258289,2.4467025
Backseat,en,r&b,urban contemporary,Ari Lennox,0,1,0,6.218499,11.210176
Kaputt,en,pop,dance pop,Destroyer,1,0,0,2.3734288,4.2770104
Spoonful,en,pop,indie poptimism,Grizfolk,0,1,0,6.252417,3.2539775
Who Needs Love,en,rap,trap,Trippie Redd,1,0,0,1.5155079,2.2905648
Love,en,r&b,neo soul,Musiq Soulchild,1,0,0,1.4186252,4.600033
Catalina Breeze,en,rock,permanent wave,The Blue Jean Committee,1,0,0,1.702005,1.9778886
Uma,en,pop,indie poptimism,Panama Wedding,1,0,0,2.1455643,1.8640767
Lovergirl,en,r&b,urban contemporary,Teena Marie,1,0,0,3.3570225,3.7759416
Lonely (feat. Lorine Chia),en,r&b,neo soul,Jamila Woods,1,0,0,2.3223093,4.3514123
Be Like You,en,latin,tropical,CVBZ,0,1,0,8.03118,4.2947073
Meaning of Life,en,rock,hard rock,Disturbed,0,0,0,4.9315524,2.8177686
Animals,en,pop,post-teen pop,Maroon 5,0,1,0,7.7692833,10.292043
First Things First,en,rap,southern hip hop,Stormzy,0,1,0,5.3141456,3.6381807
Apollo - Radio Edit,en,edm,progressive electro house,Hardwell,0,1,0,5.5117707,3.7134926
I Gotta Clean Up,en,rap,southern hip hop,Marvin Sease,1,0,-1,2.4238286,4.6167097
Still Alive,en,rock,hard rock,Prison,0,1,0,8.786766,5.404826
Got 'Til It's Gone,en,r&b,new jack swing,Janet Jackson,1,0,0,5.6197653,4.6976414
Karma Chameleon,en,pop,electropop,Culture Club,1,0,0,1.6380637,3.9212706
Limelight,en,rock,classic rock,Rush,1,0,0,4.464924,3.0380614
Puttin' On The Ritz - Disco Mix Radio Edit,en,edm,electro house,Taco,0,0,0,3.6253805,1.0121429
Mork,en,edm,electro house,The Bloody Beetroots,0,1,0,8.23279,4.7268815
Climbing Walls,en,pop,indie poptimism,Strange Talk,0,0,0,5.9410768,2.382289
No Money,en,pop,electropop,Galantis,0,0,0,5.9168105,2.985571
2 Cigarettes,en,r&b,urban contemporary,Jack & Jack,1,0,0,4.340331,4.4901867
Eenie Meenie,en,latin,latin hip hop,Justin Bieber,1,0,0,3.4300172,1.2210792
Stay,en,pop,indie poptimism,Post Malone,1,0,0,1.705984,2.146372
Honey Dove,en,r&b,neo soul,Lee Fields & The Expressions,0,1,0,7.3886557,5.820546
Hail Mary,en,rap,gangster rap,2Pac,0,1,-1,9.732501,4.48269
Hey Jealousy,en,rock,permanent wave,Gin Blossoms,0,1,0,6.021075,11.14505
Music,en,r&b,neo soul,Leela James,1,0,0,1.6159518,2.2203007
Low Life,en,rock,hard rock,Crobot,1,0,0,3.0601583,2.1309826
Down to the River,en,rap,southern hip hop,Danny Boone,1,0,0,3.1566858,2.1031647
Side To Side - Slushii Remix,en,edm,pop edm,Ariana Grande,0,1,0,8.677188,5.262782
Susie Q - Single Version,en,rock,hard rock,Creedence Clearwater Revival,1,0,0,2.5702658,4.482678
Fuck You,en,edm,pop edm,CeeLo Green,0,0,0,3.659013,1.1136684
Just As I Am,en,pop,dance pop,Marshall Marshall,0,1,0,6.128971,3.7966106
Bridges,en,pop,indie poptimism,Broods,0,1,0,9.110293,5.0345793
Tears Don't Fall,en,rock,hard rock,Bullet For My Valentine,0,1,-1,6.8269897,11.038313
Don't Worry Bout Me - Alle Farben Remix,en,pop,dance pop,Zara Larsson,0,1,0,8.896389,4.563338
3 Nights,en,latin,latin pop,Dominic Fike,0,1,0,5.1072235,3.7605443
Love Me Like You Do,en,pop,post-teen pop,Ellie Goulding,1,0,0,3.3575208,3.523925
Heaven,en,edm,electro house,The Blaze,1,0,0,2.8022885,7.973003
WORKIN ME,en,latin,latin pop,Quavo,0,1,0,9.307116,4.688204
Drops of Jupiter,en,rock,permanent wave,Train,1,0,0,2.4270291,1.9460126
Easy Love,en,latin,tropical,Sigala,0,0,0,5.7333174,2.3800042
CAN YOU HEAR ME NOW?,en,rock,permanent wave,Bishop Briggs,1,0,0,5.1676116,2.4673069
Women Who Look Like You (feat. Guapdad 4000),en,r&b,urban contemporary,JP Saxe,1,0,0,2.3355482,3.2565272
Sweet Home Alabama,en,rap,southern hip hop,Lynyrd Skynyrd,1,0,0,1.5784591,3.7612243
Southbound,en,rock,classic rock,The Allman Brothers Band,1,0,0,2.8310225,4.5345316
Da' Dip,en,rap,southern hip hop,Freak Nasty,1,1,-1,6.1328497,5.0061064
High Rises,en,rap,hip hop,CHIKA,0,1,-1,6.042617,4.7140384
Jekyll and Hyde,en,rock,hard rock,Five Finger Death Punch,0,1,0,8.211784,4.450261
Panic Room,en,edm,progressive electro house,Au/Ra,0,1,0,5.5573764,3.3899198
Funky Town,en,pop,post-teen pop,Lipps Inc.,1,0,0,1.6729622,2.0736604
I'm Your Baby Tonight,en,r&b,new jack swing,Whitney Houston,0,1,0,4.6937947,3.8995094
Rockstar (feat. DV8),en,edm,progressive electro house,Timmy Trumpet,0,1,0,8.693885,5.0903873
Kings & Queens (feat. Run The Jewels),en,rap,gangster rap,DJ Shadow,0,1,0,6.752556,4.503134
Breaking the Habit,en,rock,album rock,Linkin Park,0,0,0,4.9625506,2.595681
Nightrain,en,rock,album rock,Guns N' Roses,0,1,0,7.7942667,5.2113404
End Of The Road,en,r&b,new jack swing,Boyz II Men,1,0,-1,2.2906585,4.5848145
Freefall,en,rock,album rock,Camel,1,0,0,2.532126,4.434751
This Is What It Feels Like,en,edm,progressive electro house,Armin van Buuren,0,1,0,6.7221284,3.5816085
Ready For Love,en,r&b,neo soul,India.Arie,1,0,0,0.6536041,5.792274
You Really Got Me,en,rock,classic rock,Van Halen,0,1,0,7.8521295,3.0139494
Every Little Thing I Do - Remix,en,r&b,new jack swing,Soul For Real,1,0,0,2.3158755,4.3338776
